game,subject_mark,winner,subject_result,reason,attempts,moves,subject_decisions,subject_legal,subject_illegal,subject_optimal_legal,opponent_decisions,opponent_legal,opponent_illegal,opponent_optimal_legal
389,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
390,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
391,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
392,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
393,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
394,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
395,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
396,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,3
397,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
398,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
399,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
400,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
401,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
402,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
403,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
404,O,X,L,normal,7,7,3,3,0,2,4,4,0,3
405,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
406,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
407,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
408,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
409,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
410,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
411,X,X,W,illegal_forfeit:O,6,5,3,3,0,1,3,2,1,1
412,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
413,X,O,L,normal,6,6,3,3,0,1,3,3,0,2
414,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
415,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
416,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
417,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
418,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
419,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
420,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
421,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
422,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
423,X,X,W,illegal_forfeit:O,8,7,4,4,0,4,4,3,1,3
424,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
425,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
426,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
427,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
428,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
429,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
430,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
431,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
432,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
433,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
434,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,1
435,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
436,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
437,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
438,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
439,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
440,O,O,W,illegal_forfeit:X,9,8,4,4,0,2,5,4,1,3
441,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
442,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
443,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
444,O,O,W,illegal_forfeit:X,9,8,4,4,0,2,5,4,1,2
445,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
446,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
447,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
448,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
449,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
450,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
451,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
452,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
453,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
454,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
455,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
456,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,3
457,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,1
458,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
459,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,2
460,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
461,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
462,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
463,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
464,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
465,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
466,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
467,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
468,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
469,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
470,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
471,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
472,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
473,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
474,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
475,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
476,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
477,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
478,O,O,W,illegal_forfeit:X,9,8,4,4,0,2,5,4,1,3
479,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
480,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
481,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,2
482,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
483,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
484,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
485,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,2
486,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
487,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
488,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
489,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
490,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
491,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
492,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
493,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
494,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
495,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
496,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
497,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
498,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
499,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
500,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
501,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
502,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
503,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
504,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
505,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
506,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
507,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
508,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
509,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
510,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
511,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
512,O,X,L,normal,7,7,3,3,0,2,4,4,0,3
513,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
514,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
515,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
516,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
517,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
518,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
519,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
520,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
521,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
522,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
523,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
524,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
525,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
526,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
527,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
528,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
529,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
530,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
531,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
532,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
533,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
534,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
535,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
536,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
537,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
538,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
539,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
540,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
541,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
542,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
543,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
544,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
545,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
546,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
547,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,3
548,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
549,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
550,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
551,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
552,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
553,X,X,W,illegal_forfeit:O,8,7,4,4,0,1,4,3,1,1
554,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
555,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
556,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
557,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
558,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
559,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
560,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
561,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
562,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
563,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
564,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
565,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
566,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,1
567,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
568,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
569,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
570,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
571,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
572,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
573,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
574,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
575,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
576,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
577,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
578,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
579,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
580,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
581,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
582,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,3
583,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
584,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
585,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
586,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
587,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
588,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
589,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
590,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
591,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
592,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,3
593,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
594,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
595,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
596,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
597,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,1
598,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
599,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
600,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
601,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
602,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
603,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,1
604,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
605,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
606,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
607,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
608,O,O,W,illegal_forfeit:X,9,8,4,4,0,2,5,4,1,2
609,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
610,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,3
611,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
612,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
613,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
614,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
615,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
616,O,O,W,illegal_forfeit:X,9,8,4,4,0,1,5,4,1,2
617,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
618,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
619,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
620,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
621,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
622,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
623,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
624,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
625,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
626,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
627,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
628,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
629,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
630,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
631,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
632,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
633,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
634,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
635,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
636,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
637,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
638,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
639,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
640,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
641,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
642,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
643,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,2
644,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
645,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
646,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
647,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
648,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
649,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
650,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
651,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
652,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
653,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
654,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
655,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
656,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
657,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
658,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
659,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
660,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
661,X,X,W,illegal_forfeit:O,8,7,4,4,0,4,4,3,1,2
662,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
663,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
664,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
665,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,2
666,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,3
667,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
668,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
